id,Label,tf,df,tdf
6206,religiosas,1,1,1
6207,isc,1,1,1
6208,east,1,1,1
6209,ezibisaun,1,1,1
6210,pornográfika,1,1,1
6211,asédiu,2,1,2
6212,refleksaun,1,1,1
6213,kode,1,1,1
6214,tetún,1,1,1
6215,muzéu,3,1,3
6216,étika,1,1,1
6217,estrajeiru,1,1,1
6218,asaltu,1,1,1
6219,jamil,1,1,1
6220,indianu,1,1,1
6221,ahmid,1,1,1
6222,graciano,1,1,1
6223,estranjeira,1,1,1
6224,tráfegu,1,1,1
6225,julieta,1,1,1
6226,kri,4,1,4
6227,submarinu,3,1,3
6228,nanggala-,4,1,4
6229,marsekal,1,1,1
6230,hadi,3,1,3
6231,tentara,1,1,1
6232,auténtiku,1,1,1
6233,tjahjanto,2,1,2
6234,nakfera,1,1,1
6235,substáncia,1,1,1
6236,farmaséutika,2,1,2
6237,méxiko,4,1,4
6238,etiketa,1,1,1
6239,label,1,1,1
6240,semanalmente,1,1,1
6241,imediatu,1,1,1
6242,kontroladu,1,1,1
6243,edimburgu,2,1,2
6244,kastelu,1,1,1
6245,www,4,1,4
6246,family,1,1,1
6247,portal,2,1,2
6248,uk,1,1,1
6249,windsor,1,1,1
6250,aifunan,1,1,1
6251,mensajén,3,1,3
6252,raiña,1,1,1
6253,elizabeth,1,1,1
6254,prínsipe,1,1,1
6255,komboiu,14,1,14
6256,aemtl,7,1,7
6257,trilla,5,1,5
6258,rota,2,1,2
6259,sagran,2,1,2
6260,billete,4,1,4
6261,train,2,1,2
6262,atha,2,1,2
6263,trackless,2,1,2
6264,minimiza,1,1,1
6265,relasional,1,1,1
6266,fraku,2,1,2
6267,komunikau,1,1,1
6268,meiu-dia,1,1,1
6269,intensidade,1,1,1
6270,shechah,3,1,3
6271,akait,1,1,1
6272,project,1,1,1
6273,atkoma,1,1,1
6274,ataurotourism,1,1,1
6275,org,1,1,1
6276,proklamasaun,1,1,1
6277,usaid’s,1,1,1
6278,tourism,1,1,1
6279,all,1,1,1
6280,dezinfekta,2,1,2
6281,viana,1,1,1
6282,orbo,3,1,3
6283,deslokasaun,1,1,1
6284,f-lbf,1,1,1
6285,das,3,1,3
6286,regras,1,1,1
6287,kajerna,1,1,1
6288,joni,1,1,1
6289,tranfere,1,1,1
6290,vidru,1,1,1
6291,kamiza,1,1,1
6292,efikasia,1,1,1
6293,efikáz,1,1,1
6294,stock,1,1,1
6295,booster’,3,1,3
6296,diskriminasaun,1,1,1
6297,kualitativa,1,1,1
6298,drop,2,1,2
6299,deonato,3,1,3
6300,preparatório,1,1,1
6301,segredu,1,1,1
6302,mari,2,1,2
6303,kongresu,1,1,1
6304,konteúdu,1,1,1
6305,militante,1,1,1
6306,sulin,2,1,2
6307,ai-tarak,1,1,1
6308,olívio,1,1,1
6309,galon,1,1,1
6310,louva,1,1,1
6311,tasi-been,4,1,4
6312,iv,1,1,1
6313,kontinjente,2,1,2
6314,pretende,2,1,2
6315,imposibilidade,1,1,1
6316,vraagq,3,1,3
6317,solisita,1,1,1
6318,adere,1,1,1
6319,gradusaun,1,1,1
6320,paralímpiku,2,1,2
6321,kristu,3,1,3
6322,tutun,2,1,2
6323,banati,2,1,2
6324,viasakra,3,1,3
6325,kalváriu,1,1,1
6326,páskua,3,1,3
6327,riamori,5,1,5
6328,hedi,1,1,1
6329,determinada,1,1,1
6330,taekwondo,3,1,3
6331,eletróniku,1,1,1
6332,jeongho,1,1,1
6333,dasiak,2,1,2
6334,enxe,1,1,1
6335,patraun,7,1,7
6336,schuld,1,1,1
6337,renánia-palatinadu,1,1,1
6338,béjika,1,1,1
6339,katástrofe’,1,1,1
6340,governadór,1,1,1
6341,oeste,1,1,1
6342,dezaste,1,1,1
6343,sanak,1,1,1
6344,ermete,2,1,2
6345,serafin,1,1,1
6346,izidoro,1,1,1
6347,evakuasaun,1,1,1
6348,likbau-ulu,1,1,1
6349,ajudante,2,1,2
6350,kery,1,1,1
6351,emilio,1,1,1
6352,ukae,1,1,1
6353,mestradu,1,1,1
6354,tilun,1,1,1
6355,rumores,1,1,1
6356,cinzas,2,1,2
6357,palácio,2,1,2
6358,hada’e,1,1,1
6359,favól,1,1,1
6360,pároku,1,1,1
6361,julga,1,1,1
6362,lia-falsu,1,1,1
6363,futu,1,1,1
6364,fidelidade,2,1,2
6365,dezafoin,1,1,1
6366,omilia,1,1,1
6367,domingo,2,1,2
6368,sapatu,1,1,1
6369,terjadi,1,1,1
6370,motael,1,1,1
6371,ke’e,1,1,1
6372,krarás,2,1,2
6373,fore-rai,3,1,3
6374,elsa,5,1,5
6375,señoura,1,1,1
6376,koto-nurak,1,1,1
6377,fehuk,1,1,1
6378,kolimau,1,1,1
6379,kumoro,2,1,2
6380,másimu,1,1,1
6381,talas,1,1,1
6382,li’is,1,1,1
6383,maihosi,1,1,1
6384,moniz,2,1,2
6385,sobrevive,2,1,2
6386,liur,1,1,1
6387,limanulu,1,1,1
6388,malae,2,1,2
6389,kioske,1,1,1
6390,coa,1,1,1
6391,kios,1,1,1
6392,rinso,1,1,1
6393,haas,4,1,4
6394,rejisténsia,1,1,1
6395,aprendijazen,1,1,1
6396,dose,1,1,1
6397,amaro,5,1,5
6398,naklees,1,1,1
6399,lona-mahon,1,1,1
6400,largo,3,1,3
6401,bokon,1,1,1
6402,vendedora,1,1,1
6403,haroman,1,1,1
6404,laet,1,1,1
6405,kamii,1,1,1
6406,marino,1,1,1
6407,amrt,7,1,7
6408,apenas,1,1,1
6409,timorrense,1,1,1
6410,darussalam,1,1,1
6411,kuba,1,1,1
6412,tranferénsia,1,1,1
6413,mnek,4,1,4
6414,bruxelas,2,1,2
6415,renda,4,1,4
6416,laos,1,1,1
6417,jénebra,1,1,1
6418,kamboja,1,1,1
6419,birmánia,1,1,1
6420,sidney,1,1,1
6421,iorke,1,1,1
6422,mosambike,1,1,1
6423,konsuladu,7,1,7
6424,brunei,1,1,1
6425,sirkulár,1,1,1
6426,re-verifika,1,1,1
6427,situsaun,1,1,1
6428,xave,2,1,2
6429,manufahi-dili,1,1,1
6430,rasa,1,1,1
6431,ida-ne'e,1,1,1
6432,hatan,1,1,1
6433,astrazeneka,1,1,1
6434,ualu-nulu,1,1,1
6435,kriteria,2,1,2
6436,caicoli,1,1,1
6437,kathleen,2,1,2
6438,rua-nulu,1,1,1
6439,sinovax,3,1,3
6440,elezível,1,1,1
6441,acccto,2,1,2
6442,komersiante,1,1,1
6443,xinéza-timoroan,1,1,1
6444,xiña,1,1,1
6445,ida-ne'eb,1,1,1
6446,fulan-abril,1,1,1
6447,epidemiolójiká,1,1,1
6448,sanitaria,2,1,2
6449,dezisaun,1,1,1
6450,sae,1,1,1
6451,mikrolet,1,1,1
6452,rezjista,1,1,1
6453,baucau,6,1,6
6454,villa,1,1,1
6455,fomento,1,1,1
6456,araujo,1,1,1
6457,kaibuilale,1,1,1
6458,restaurante,2,1,2
6459,tiga,1,1,1
6460,sentinela,1,1,1
6461,restu,1,1,1
6462,neonatal,1,1,1
6463,emergency,1,1,1
6464,emonc,1,1,1
6465,care,1,1,1
6466,frekat,1,1,1
6467,formoza,1,1,1
6468,obstetrics,1,1,1
6469,lituánia,1,1,1
6470,enfatiza,1,1,1
6471,magnus,1,1,1
6472,chan-o-cha,1,1,1
6473,prayut,1,1,1
6474,heunicke,1,1,1
6475,estónia,1,1,1
6476,islándia,1,1,1
6477,letónia,1,1,1
6478,konjelamentu,3,1,3
6479,medikamentu,1,1,1
6480,luxemburgu,1,1,1
6481,eupora,1,1,1
6482,raan,3,1,3
6483,imprensan,1,1,1
6484,amostra,2,1,2
