id,Label,tf,df,tdf,stopword
15088,avisadas,2,2,4,0
15089,aviltar,1,1,1,0
15090,aviltando,1,1,1,0
15091,aves,26,26,676,0
15092,averiguações,1,1,1,0
15093,averbadasno,1,1,1,0
15094,aventura,1,1,1,0
15095,avental,1,1,1,0
15096,ave,1,1,1,0
15097,avarento,1,1,1,0
15098,avançou,2,2,4,0
15099,avançavam,1,1,1,0
15100,avançaram,2,2,4,0
15101,avançar,2,2,4,0
15102,avançam,3,2,6,0
15103,avançada,9,9,81,0
15104,avança,1,1,1,0
15105,avancemos,1,1,1,0
15106,avancem,1,1,1,0
15107,avaliação,1,1,1,0
15108,avaliar,2,2,4,0
15109,avaliam,1,1,1,0
15110,avaliados,1,1,1,0
15111,avalia,2,2,4,0
15112,auxílio,8,8,64,0
15113,auxiliares,1,1,1,0
15114,auxiliar,2,2,4,0
15115,auxilia,2,1,2,0
15116,autêntico,1,1,1,0
15117,autossuficientes,1,1,1,0
15118,autorizou,4,4,16,0
15119,autorização,15,15,225,0
15120,autorizava,1,1,1,0
15121,autorizasse,1,1,1,0
15122,autorizados,1,1,1,0
15123,autorizado,2,2,4,0
15124,autoridades,48,44,2112,0
15125,autoridade,124,111,13764,0
15126,autoria,1,1,1,0
15127,autor,1,1,1,0
15128,automática,2,2,4,0
15129,autoimposta,1,1,1,0
15130,autoestima,5,5,25,0
15131,autodomínio,43,42,1806,0
15132,autocontrole,1,1,1,0
15133,autoconfiança,1,1,1,0
15134,autoconfiante,1,1,1,0
15135,autoanálise,5,5,25,0
15136,autenticidade,2,2,4,0
15137,autenticar,2,2,4,0
15138,ausência,3,3,9,0
15139,austrália,12,12,144,0
15140,ausentes,1,1,1,0
15141,ausente,7,7,49,0
15142,aurora,2,2,4,0
15143,aureliano,1,1,1,0
15144,aumentou,1,1,1,0
15145,aumento,17,16,272,0
15146,aumente,1,1,1,0
15147,aumentavam,1,1,1,0
15148,aumentava,3,3,9,0
15149,aumentaremos,1,1,1,0
15150,aumentaram,4,4,16,0
15151,aumentar,41,41,1681,0
15152,aumentando,7,7,49,0
15153,aumentamos,4,4,16,0
15154,aumentam,5,5,25,0
15155,aumentai,1,1,1,0
15156,aumentado,1,1,1,0
15157,aumenta,12,11,132,0
15158,aulas,2,2,4,0
15159,augusto,2,2,4,0
15160,audiência,2,2,4,0
15161,audição,3,3,9,0
15162,atômicas,1,1,1,0
15163,aténção,2,2,4,0
15164,até,578,558,322524,1
15165,atuo,1,1,1,0
15166,atuação,6,6,36,0
15167,atuavam,1,1,1,0
15168,atuar,3,3,9,0
15169,atualmente,3,2,6,0
15170,atualidade,2,2,4,0
15171,atual,12,12,144,0
15172,atuais,2,2,4,0
15173,atua,5,5,25,0
15174,atrás,48,48,2304,0
15175,atropelarem,1,1,1,0
15176,atrofiada,5,5,25,0
15177,atribuísse,1,1,1,0
15178,atribuído,1,1,1,0
15179,atribulado,1,1,1,0
15180,atrevidos,1,1,1,0
15181,atrevia,3,3,9,0
15182,atreveu,1,1,1,0
15183,atrevesse,1,1,1,0
15184,atreverei,1,1,1,0
15185,atrevemos,1,1,1,0
15186,atreve,1,1,1,0
15187,atrevam,1,1,1,0
15188,atreva,1,1,1,0
15189,atrelar,1,1,1,0
15190,atraíram,1,1,1,0
15191,atraídos,1,1,1,0
15192,atraído,5,5,25,0
15193,através,56,53,2968,0
15194,atravessámos,1,1,1,0
15195,atravessou,4,4,16,0
15196,atravessastes,1,1,1,0
15197,atravessaram,1,1,1,0
15198,atravessar,6,5,30,0
15199,atravessando,3,3,9,0
15200,atraso,1,1,1,0
15201,atrasará,2,2,4,0
15202,atrapalhasse,3,3,9,0
15203,atrapalhar,3,3,9,0
15204,atrapalham,1,1,1,0
15205,atraiçoas,1,1,1,0
15206,atraiçoar,1,1,1,0
15207,atraiu,7,7,49,0
15208,atrair,3,3,9,0
15209,atraiam,1,1,1,0
15210,atrai,6,6,36,0
15211,atraeção,1,1,1,0
15212,atraentes,4,4,16,0
15213,atracados,1,1,1,0
15214,atos,32,32,1024,0
15215,atormentes,1,1,1,0
15216,atormentavam,1,1,1,0
15217,atormentassem,1,1,1,0
15218,atormentarás,1,1,1,0
15219,atormentando,1,1,1,0
15220,atormentados,1,1,1,0
15221,atormentado,2,2,4,0
15222,atormenta,1,1,1,0
15223,atordoa,1,1,1,0
15224,ato,7,7,49,0
15225,atletas,2,2,4,0
15226,atiçaram,1,1,1,0
15227,atiçar,1,1,1,0
15228,atiçando,3,3,9,0
15229,atiça,1,1,1,0
15230,ativo,4,4,16,0
15231,atividades,21,21,441,0
15232,atividade,11,11,121,0
15233,ativação,1,1,1,0
15234,ativa,3,3,9,0
15235,atitudes,8,7,56,0
15236,atitude,48,45,2160,0
15237,atirou,1,1,1,0
15238,atiravam,1,1,1,0
15239,atiraram,2,2,4,0
15240,atirar,2,2,4,0
15241,atirando,1,1,1,0
15242,atirados,1,1,1,0
15243,atiradeira,1,1,1,0
15244,atingiu,2,2,4,0
15245,atingirá,1,1,1,0
15246,atingirmos,1,1,1,0
15247,atingir,1,1,1,0
15248,atingimos,1,1,1,0
15249,atingidos,3,3,9,0
15250,atingido,1,1,1,0
15251,atingem,3,3,9,0
15252,atices,1,1,1,0
15253,atice,2,2,4,0
15254,aterrados,1,1,1,0
15255,aterrado,1,1,1,0
15256,atenções,2,2,4,0
15257,atenção,93,92,8556,0
15258,atentos,6,6,36,0
15259,atento,8,8,64,0
15260,atentamente,13,13,169,0
15261,atendimento,1,1,1,0
15262,atendidos,2,2,4,0
15263,atendida,1,1,1,0
15264,atendeu,1,1,1,0
15265,atenderás,1,1,1,0
15266,atenderá,1,1,1,0
15267,atenderem,1,1,1,0
15268,atender,1,1,1,0
15269,atendeis,1,1,1,0
15270,atende,1,1,1,0
15271,atenda,1,1,1,0
15272,atenas,3,3,9,0
15273,atemorizantes,1,1,1,0
15274,atemorizante,1,1,1,0
15275,atear,1,1,1,0
15276,atarefado,1,1,1,0
15277,ataques,6,5,30,0
15278,ataque,14,14,196,0
15279,atacou,4,4,16,0
15280,atacavam,1,1,1,0
15281,atacassem,1,1,1,0
15282,atacar,13,13,169,0
15283,atacando,1,1,1,0
15284,atacamos,1,1,1,0
15285,atacam,2,2,4,0
15286,atacados,1,1,1,0
15287,atacado,1,1,1,0
15288,ataca,5,5,25,0
15289,ata,1,1,1,0
15290,asíncrito,1,1,1,0
15291,astúcia,6,6,36,0
15292,astuto,1,1,1,0
15293,astucioso,1,1,1,0
15294,astrólogos,4,3,12,0
15295,astros,2,2,4,0
15296,assírios,7,7,49,0
15297,assírio,3,3,9,0
15298,assíria,1,1,1,0
15299,assutados,1,1,1,0
15300,assustem,1,1,1,0
15301,assustados,6,6,36,0
15302,assustador,6,6,36,0
15303,assusta,1,1,1,0
15304,assuntos,49,47,2303,0
15305,assunto,45,44,1980,0
15306,assumiu,5,5,25,0
15307,assumiste,1,1,1,0
15308,assumirá,1,1,1,0
15309,assumirmos,1,1,1,0
15310,assumiram,1,1,1,0
15311,assumir,7,7,49,0
15312,assumindo,4,4,16,0
15313,assumimos,1,1,1,0
15314,assumidos,1,1,1,0
15315,assumem,1,1,1,0
15316,assume,2,2,4,0
15317,assovio,1,1,1,0
15318,assombrados,2,2,4,0
15319,associou,1,1,1,0
15320,associações,2,2,4,0
15321,associação,4,4,16,0
15322,associar,6,6,36,0
15323,associando,1,1,1,0
15324,associada,1,1,1,0
15325,assistência,7,7,49,0
15326,assistirmos,2,2,4,0
15327,assistiram,1,1,1,0
15328,assistir,37,36,1332,0
15329,assistindo,4,4,16,0
15330,assistimos,2,2,4,0
15331,assistido,1,1,1,0
15332,assistia,4,4,16,0
15333,assisti,5,5,25,0
15334,assistentes,3,3,9,0
15335,assistente,2,2,4,0
15336,assistem,1,1,1,0
15337,assista,3,2,6,0
15338,assinaturas,1,1,1,0
15339,assinatura,4,4,16,0
15340,assinar,1,1,1,0
15341,assinado,2,2,4,0
15342,assim,1034,973,1006082,0
15343,assentos,4,4,16,0
15344,assentam,1,1,1,0
15345,assemelhemos,1,1,1,0
15346,assemelhar,1,1,1,0
15347,assembleias,18,17,306,0
15348,assembleia,24,23,552,0
15349,assegurar,3,3,9,0
15350,asseguradas,2,2,4,0
15351,assegurada,1,1,1,0
15352,asseguintes,1,1,1,0
15353,assassínio,1,1,1,0
15354,assassinos,2,2,4,0
15355,assassino,5,3,15,0
15356,assassines,6,6,36,0
15357,assassinatos,3,3,9,0
15358,assassinato,4,4,16,0
15359,assassinaste,1,1,1,0
15360,assassinas,1,1,1,0
15361,assassinaram,3,3,9,0
15362,assassinar,1,1,1,0
15363,assassinam,1,1,1,0
15364,assassinado,1,1,1,0
15365,assani,4,3,12,0
15366,assalto,1,1,1,0
15367,assaltantes,2,2,4,0
15368,assalariados,1,1,1,0
15369,assalariado,2,2,4,0
15370,assado,2,2,4,0
15371,assada,1,1,1,0
15372,aspersão,1,1,1,0
15373,aspergiu,4,4,16,0
15374,aspergidos,1,1,1,0
15375,aspergido,2,2,4,0
15376,aspectos,16,16,256,0
15377,aspecto,5,5,25,0
15378,asnos,1,1,1,0
15379,asma,1,1,1,0
15380,asilo,1,1,1,0
15381,ashland,2,2,4,0
15382,asfraquezas,1,1,1,0
15383,aser,2,2,4,0
15384,ascensão,1,1,1,0
15385,asas,15,15,225,0
15386,asahuneti,1,1,1,0
15387,asa,7,5,35,0
15388,as,2880,2455,7070400,1
15389,aríete,1,1,1,0
15390,arão,8,8,64,0
15391,arábia,4,4,16,0
15392,arvores,2,2,4,0
15393,arvore,5,4,20,0
15394,artística,1,1,1,0
15395,artimanhas,2,2,4,0
15396,artigos,14,13,182,0
15397,artigo,149,148,22052,0
15398,artesãos,3,3,9,0
15399,artesão,2,2,4,0
15400,artes,1,1,1,0
15401,arte,2,2,4,0
15402,arruínes,1,1,1,0
15403,arruínam,2,2,4,0
15404,arrumação,1,1,1,0
15405,arrumar,5,5,25,0
15406,arruinar,5,5,25,0
15407,arruinados,2,2,4,0
15408,arruinado,1,1,1,0
15409,arruda,1,1,1,0
15410,arroz,4,4,16,0
15411,arrombam,2,2,4,0
15412,arrombada,2,2,4,0
15413,arrogância,4,3,12,0
15414,arrogantes,9,9,81,0
15415,arrogante,1,1,1,0
15416,arriscou,1,1,1,0
15417,arriscaram,2,2,4,0
15418,arriscar,1,1,1,0
15419,arriscando,1,1,1,0
15420,arriscado,2,2,4,0
15421,arrependimento,25,25,625,0
15422,arrependidos,8,8,64,0
15423,arrependido,12,12,144,0
15424,arrependidas,1,1,1,0
15425,arrependida,2,2,4,0
15426,arrependia,1,1,1,0
15427,arrependeu,14,14,196,0
15428,arrependessem,1,1,1,0
15429,arrependeram,9,9,81,0
15430,arrepender,10,9,90,0
15431,arrependemos,1,1,1,0
15432,arrependem,2,2,4,0
15433,arrepende,11,10,110,0
15434,arrependas,1,1,1,0
15435,arrependam,3,3,9,0
15436,arrendou,2,2,4,0
15437,arrendará,1,1,1,0
15438,arregaça,1,1,1,0
15439,arredores,5,4,20,0
15440,arrebatou,1,1,1,0
15441,arrebatados,1,1,1,0
15442,arrebatado,2,2,4,0
15443,arrastou,2,2,4,0
15444,arrasto,1,1,1,0
15445,arrastará,1,1,1,0
15446,arrastam,1,1,1,0
15447,arrasai,1,1,1,0
15448,arrasados,1,1,1,0
15449,arrasado,5,5,25,0
15450,arrasadas,1,1,1,0
15451,arranjos,2,2,4,0
15452,arranjo,1,1,1,0
15453,arranjar,2,2,4,0
15454,arranjada,1,1,1,0
15455,arrancou,1,1,1,0
15456,arranco,1,1,1,0
15457,arrancavam,1,1,1,0
15458,arrancarmos,1,1,1,0
15459,arrancar,8,8,64,0
15460,arrancados,4,4,16,0
15461,arrancado,2,2,4,0
15462,arrancada,1,1,1,0
15463,arranca,2,2,4,0
15464,arraigados,3,3,9,0
15465,arraigada,1,1,1,0
15466,arquivos,2,2,4,0
15467,arquivo,1,1,1,0
15468,arquipélago,1,1,1,0
15469,arquipo,2,2,4,0
15470,arqueologistas,1,1,1,0
15471,arqueologia,2,2,4,0
15472,arquelau,1,1,1,0
15473,aromática,1,1,1,0
15474,aromas,3,3,9,0
15475,aroma,5,4,20,0
15476,armênia,1,1,1,0
15477,arménia,1,1,1,0
15478,armazéns,3,3,9,0
15479,armazenando,1,1,1,0
15480,armazenadas,1,1,1,0
15481,armazenada,1,1,1,0
15482,armazena,1,1,1,0
15483,armas,15,14,210,0
15484,armarei,1,1,1,0
15485,armar,2,2,4,0
15486,armagedom,13,13,169,0
15487,armadura,4,4,16,0
15488,armados,5,5,25,0
15489,armado,1,1,1,0
15490,armadilhas,1,1,1,0
15491,armadilha,8,7,56,0
15492,armada,2,2,4,0
15493,arma,3,3,9,0
15494,arlete,1,1,1,0
15495,aristóbulo,1,1,1,0
15496,aristarco,15,13,195,0
15497,arimatéia,1,1,1,0
15498,arimateia,2,2,4,0
15499,argumentos,2,2,4,0
15500,argumentavam,1,1,1,0
15501,argumentar,1,1,1,0
15502,argumentador,1,1,1,0
15503,argila,7,7,49,0
15504,argamassa,1,1,1,0
15505,aretas,1,1,1,0
15506,ares,1,1,1,0
15507,arena,1,1,1,0
15508,arejadas,1,1,1,0
15509,areia,9,9,81,0
15510,arduamente,22,21,462,0
15511,ardor,2,2,4,0
15512,ardiloso,1,1,1,0
15513,ardilosamente,1,1,1,0
15514,ardia,4,4,16,0
15515,arder,1,1,1,0
15516,ardentes,1,1,1,0
15517,ardente,11,11,121,0
15518,ardendo,1,1,1,0
15519,arco,2,2,4,0
15520,arcebispo,1,1,1,0
15521,arcanjo,2,2,4,0
15522,arca,23,23,529,0
15523,arbustos,1,1,1,0
15524,arbusto,1,1,1,0
15525,arbitrárias,1,1,1,0
15526,arbitrariamente,3,3,9,0
15527,aramaico,1,1,1,0
15528,arados,1,1,1,0
15529,arado,1,1,1,0
15530,araceli,15,15,225,0
15531,ar,13,13,169,0
15532,aquisição,3,3,9,0
15533,aquilo,65,64,4160,1
15534,aqui,129,127,16383,0
15535,aqueles,174,172,29928,1
15536,aquele,359,323,115957,1
15537,aquelas,17,17,289,1
15538,aquela,54,53,2862,1
15539,aquecimento,1,1,1,0
15540,aquecido,1,1,1,0
15541,aquecermos,1,1,1,0
15542,aquecendo,1,1,1,0
15543,aquecedor,2,2,4,0
15544,aquece,1,1,1,0
15545,apóstolos,130,123,15990,0
15546,apóstolo,145,142,20590,0
15547,apóstatas,6,6,36,0
15548,após,35,35,1225,0
15549,apêndice,2,2,4,0
15550,apto,1,1,1,0
15551,aptidão,1,1,1,0
15552,apróximou,5,5,25,0
15553,aproximou,9,9,81,0
15554,aproximes,1,1,1,0
15555,aproximavam,3,3,9,0
15556,aproximava,7,7,49,0
15557,aproximassem,3,3,9,0
15558,aproximará,1,1,1,0
15559,aproximarmos,1,1,1,0
15560,aproximarem,1,1,1,0
15561,aproximaram,3,3,9,0
15562,aproximar,9,9,81,0
15563,aproximando,4,4,16,0
15564,aproximam,7,7,49,0
15565,aproximado,2,2,4,0
15566,aproxima,13,13,169,0
15567,aprovou,4,4,16,0
15568,aprovo,6,6,36,0
15569,aproveitámos,1,1,1,0
15570,aproveitou,5,5,25,0
15571,aproveitemos,2,2,4,0
15572,aproveitei,1,1,1,0
15573,aproveite,2,2,4,0
15574,aproveitavam,1,1,1,0
15575,aproveitarmos,2,2,4,0
15576,aproveitaram,2,2,4,0
15577,aproveitar,17,17,289,0
15578,aproveitando,4,4,16,0
15579,aproveitamos,2,2,4,0
15580,aproveitamento,28,27,756,0
15581,aproveitam,2,2,4,0
15582,aproveita,1,1,1,0
15583,aprove,1,1,1,0
15584,aprovação,8,8,64,0
15585,aprovavam,2,2,4,0
15586,aprovava,1,1,1,0
15587,aprovaste,2,2,4,0
15588,aprovarem,1,1,1,0
15589,aprovam,2,2,4,0
15590,aprovados,3,3,9,0
15591,aprovado,9,9,81,0
15592,aprovada,2,1,2,0
15593,aprova,3,3,9,0
15594,apropriados,1,1,1,0
15595,apropriado,25,25,625,0
15596,apropriadas,1,1,1,0
15597,apropriadamente,3,3,9,0
15598,apropriada,4,4,16,0
15599,aprontar,1,1,1,0
15600,aprofundarem,1,1,1,0
15601,aprofundar,1,1,1,0
15602,aprofundamento,1,1,1,0
15603,apreço,2,2,4,0
15604,apressar,2,2,4,0
15605,apressados,1,1,1,0
15606,apressadamente,2,2,4,0
15607,apresntar,1,1,1,0
15608,apresentável,1,1,1,0
15609,apresentou,5,5,25,0
15610,apresentem,3,3,9,0
15611,apresentei,4,4,16,0
15612,apresentação,11,11,121,0
15613,apresentarão,1,1,1,0
15614,apresentarmos,1,1,1,0
15615,apresentaria,1,1,1,0
15616,apresentares,1,1,1,0
15617,apresentaram,2,2,4,0
15618,apresentar,10,10,100,0
15619,apresentando,2,2,4,0
15620,apresentam,2,2,4,0
15621,apresentados,3,3,9,0
15622,apresentado,7,7,49,0
15623,apresentadas,2,2,4,0
15624,apresentada,8,8,64,0
15625,apresenta,2,2,4,0
15626,aprendizagem,1,1,1,0
15627,aprendiz,1,1,1,0
15628,aprendido,8,8,64,0
15629,aprendidas,1,1,1,0
15630,aprendiam,3,2,6,0
15631,aprendia,4,4,16,0
15632,aprendi,18,18,324,0
15633,aprendeu,46,45,2070,0
15634,aprendeste,2,1,2,0
15635,aprendesse,2,2,4,0
15636,aprendermos,1,1,1,0
15637,aprenderiam,1,1,1,0
15638,aprenderam,16,13,208,0
15639,aprender,129,127,16383,0
15640,aprendendo,14,14,196,0
15641,aprendemos,97,96,9312,0
15642,aprendem,2,2,4,0
15643,aprende,5,5,25,0
15644,aprendam,12,12,144,0
15645,aprenda,23,23,529,0
15646,apreensivos,1,1,1,0
15647,apreciação,1,1,1,0
15648,apreciar,1,1,1,0
15649,apreciam,1,1,1,0
15650,apreciado,1,1,1,0
15651,aprecia,1,1,1,0
15652,apostólica,3,3,9,0
15653,apostolos,8,7,56,0
15654,apostolo,3,3,9,0
15655,apostolado,3,3,9,0
15656,apostasia,2,2,4,0
15657,aposentos,1,1,1,0
15658,aposento,1,1,1,0
15659,aposentar,1,1,1,0
15660,apos,1,1,1,0
15661,apontou,5,5,25,0
15662,aponta,3,3,9,0
15663,apolo,8,7,56,0
15664,apolion,1,1,1,0
15665,apoiássemos,2,2,4,0
15666,apoiou,1,1,1,0
15667,apoio,35,35,1225,0
15668,apoie,4,4,16,0
15669,apoiavam,1,1,1,0
15670,apoiava,2,2,4,0
15671,apoiarmos,2,2,4,0
15672,apoiariam,1,1,1,0
15673,apoiaram,1,1,1,0
15674,apoiar,21,21,441,0
15675,apoiando,2,2,4,0
15676,apoiamos,8,8,64,0
15677,apoiam,2,2,4,0
15678,apoiadores,2,2,4,0
15679,apoiador,1,1,1,0
15680,apoiado,3,3,9,0
15681,apoia,10,10,100,0
15682,apodrecia,1,1,1,0
15683,apodreceu,1,1,1,0
15684,apodreceram,1,1,1,0
15685,apodrecendo,1,1,1,0
15686,apoderastes,1,1,1,0
15687,apodera,1,1,1,0
15688,apocalipse,12,12,144,0
15689,apo,10,10,100,0
15690,aplicável,2,2,4,0
15691,aplicáveis,1,1,1,0
15692,aplicou,1,1,1,0
15693,aplicação,1,1,1,0
15694,aplicava,2,2,4,0
15695,aplicativo,1,1,1,0
15696,aplicassem,1,1,1,0
15697,aplicarão,1,1,1,0
15698,aplicarmos,1,1,1,0
15699,aplicaria,1,1,1,0
15700,aplicarem,1,1,1,0
15701,aplicar,22,21,462,0
15702,aplicamos,2,2,4,0
15703,aplicam,2,2,4,0
15704,aplicados,1,1,1,0
15705,aplicado,1,1,1,0
15706,aplicada,2,2,4,0
15707,aplica,6,6,36,0
15708,aplainada,1,1,1,0
15709,apitos,1,1,1,0
15710,apetite,1,1,1,0
15711,apetece,1,1,1,0
15712,apesar,98,98,9604,0
15713,apertava,2,2,4,0
15714,apertasse,1,1,1,0
15715,apertará,1,1,1,0
15716,apertados,1,1,1,0
15717,apertado,1,1,1,0
15718,apertadas,1,1,1,0
15719,aperta,2,2,4,0
15720,aperfeiçoou,1,1,1,0
15721,aperfeiçoasse,1,1,1,0
15722,aperfeiçoados,1,1,1,0
15723,aperfeiçoador,2,2,4,0
15724,aperfeiçoado,12,12,144,0
15725,apercebia,1,1,1,0
15726,aperceber,2,2,4,0
15727,apercebam,1,1,1,0
15728,apenas,215,212,45580,0
15729,apelou,1,1,1,0
15730,apelo,6,6,36,0
15731,apeles,1,1,1,0
15732,apelação,1,1,1,0
15733,apelar,1,1,1,0
15734,apelando,2,2,4,0
15735,apeguemos,1,1,1,0
15736,apeguem,2,2,4,0
15737,apegou,1,1,1,0
15738,apego,4,4,16,0
15739,apegava,2,2,4,0
15740,apegas,2,2,4,0
15741,apegará,4,4,16,0
15742,apegarmos,2,2,4,0
15743,apegar,13,13,169,0
15744,apegam,5,5,25,0
15745,apegados,2,2,4,0
15746,apedrejasse,1,1,1,0
15747,apedrejará,1,1,1,0
15748,apedrejaram,1,1,1,0
15749,apedrejados,2,2,4,0
15750,apedrejado,2,2,4,0
15751,apedreja,2,2,4,0
15752,apavoraram,1,1,1,0
15753,apavoram,1,1,1,0
15754,apavorados,6,6,36,0
15755,apascentava,2,2,4,0
15756,apascentar,1,1,1,0
15757,aparência,24,21,504,0
15758,aparte,1,1,1,0
15759,apartamentos,2,2,4,0
15760,apartados,3,3,9,0
15761,apartadas,1,1,1,0
15762,aparição,3,3,9,0
15763,apareça,2,2,4,0
15764,aparentes,2,2,4,0
15765,aparentemente,4,4,16,0
15766,aparente,4,4,16,0
15767,aparelho,4,4,16,0
15768,aparecimento,1,1,1,0
15769,aparecido,1,1,1,0
15770,apareciam,1,1,1,0
15771,aparecia,1,1,1,0
15772,apareceu,37,35,1295,0
15773,aparecesse,1,1,1,0
15774,aparecerá,1,1,1,0
15775,aparecermos,1,1,1,0
15776,aparecerem,1,1,1,0
15777,apareceram,10,10,100,0
15778,aparecer,7,7,49,0
15779,aparecem,4,4,16,0
15780,aparece,9,9,81,0
15781,aparadas,1,1,1,0
15782,apanhámos,1,1,1,0
15783,apanhou,4,4,16,0
15784,apanhemos,1,1,1,0
15785,apanhem,1,1,1,0
15786,apanhei,1,1,1,0
15787,apanhe,7,7,49,0
15788,apanhavam,1,1,1,0
15789,apanharás,1,1,1,0
15790,apanharem,2,2,4,0
15791,apanharam,4,4,16,0
15792,apanhar,9,9,81,0
15793,apanhados,2,2,4,0
15794,apanhado,6,5,30,0
15795,apanhada,1,1,1,0
15796,apanha,6,6,36,0
15797,apalpou,1,1,1,0
15798,apalparam,2,2,4,0
15799,apalavra,1,1,1,0
15800,apaixonou,1,1,1,0
15801,apaguem,1,1,1,0
15802,apague,1,1,1,0
15803,apagará,3,3,9,0
15804,apagaram,1,1,1,0
15805,apagar,1,1,1,0
15806,apagai,2,2,4,0
15807,apagado,3,3,9,0
15808,apaga,4,4,16,0
15809,apa,1,1,1,0
15810,aosprincípios,1,1,1,0
15811,aosinteressados,1,1,1,0
15812,aos,873,793,692289,1
15813,aonde,2,2,4,0
15814,ao,1484,1361,2019724,1
15815,anúncio,16,16,256,0
15816,anéis,1,1,1,0
15817,anãs,1,1,1,0
15818,análise,4,4,16,0
15819,anzol,1,1,1,0
15820,anuários,2,2,4,0
15821,anunciou,5,5,25,0
15822,anuncio,1,1,1,0
15823,anuncie,1,1,1,0
15824,anunciavam,1,1,1,0
15825,anunciava,9,9,81,0
15826,anunciassem,1,1,1,0
15827,anuncias,1,1,1,0
15828,anunciarás,1,1,1,0
15829,anunciará,1,1,1,0
15830,anunciarmos,1,1,1,0
15831,anunciariam,1,1,1,0
15832,anunciarem,1,1,1,0
15833,anunciarei,1,1,1,0
15834,anunciaram,3,3,9,0
15835,anunciara,1,1,1,0
15836,anunciar,34,32,1088,0
15837,anunciando,7,7,49,0
15838,anunciamos,4,4,16,0
15839,anunciam,3,3,9,0
15840,anunciais,3,3,9,0
15841,anunciai,2,2,4,0
15842,anunciadores,2,2,4,0
15843,anunciado,6,6,36,0
15844,anunciadas,4,4,16,0
15845,anunciada,4,4,16,0
15846,anuncia,6,6,36,0
15847,anulará,1,1,1,0
15848,anular,4,4,16,0
15849,anulado,1,1,1,0
15850,anulada,1,1,1,0
15851,anula,1,1,1,0
15852,anuarite,1,1,1,0
15853,anual,1,1,1,0
15854,antônia,2,2,4,0
15855,antónio,1,1,1,0
15856,antártida,1,1,1,0
15857,antonio,2,2,4,0
15858,antipas,1,1,1,0
15859,antipa,1,1,1,0
15860,antioquia,10,9,90,0
15861,antiguidade,1,1,1,0
15862,antigos,23,23,529,0
15863,antigo,18,17,306,0
15864,antigas,5,5,25,0
15865,antigamente,9,9,81,0
15866,antiga,9,9,81,0
15867,anticristos,3,3,9,0
15868,anticristo,9,9,81,0
15869,anticipam,1,1,1,0
15870,antes,326,311,101386,0
15871,anteriormente,8,8,64,0
15872,anteriores,6,6,36,0
15873,anterior,24,23,552,0
15874,antepassados,64,63,4032,0
15875,antepassado,9,9,81,0
15876,antecipado,1,1,1,0
15877,antecipadamente,5,5,25,0
15878,antecedência,8,8,64,0
15879,ansiosos,37,37,1369,0
15880,ansioso,32,32,1024,0
15881,ansiosamente,11,11,121,0
15882,ansiosa,11,11,121,0
15883,ansiedades,16,15,240,0
15884,ansiedade,71,67,4757,0
15885,anseiam,1,1,1,0
15886,anote,2,2,4,0
15887,anos,352,324,114048,0
15888,anoiteceu,3,3,9,0
15889,anoitecer,7,7,49,0
15890,ano,119,113,13447,0
15891,annunziato,2,2,4,0
15892,anne,3,3,9,0
15893,anjos,113,108,12204,0
15894,anjo,98,96,9408,0
15895,aniversário,3,3,9,0
15896,anita,1,1,1,0
15897,animou,3,3,9,0
15898,animem,1,1,1,0
15899,animavam,1,1,1,0
15900,animava,1,1,1,0
15901,animar,12,12,144,0
15902,animando,2,2,4,0
15903,animam,13,12,156,0
15904,animal,18,17,306,0
15905,animais,63,58,3654,0
15906,animados,3,3,9,0
15907,animadores,4,3,12,0
15908,animadoras,1,1,1,0
15909,animador,7,7,49,0
15910,animado,6,6,36,0
15911,animadas,4,4,16,0
15912,animada,3,3,9,0
15913,anima,1,1,1,0
15914,anifa,4,4,16,0
15915,angústia,4,4,16,0
15916,angustias,1,1,1,0
15917,angustiados,1,1,1,0
15918,angustiado,4,4,16,0
15919,angustiada,1,1,1,0
15920,angular,7,7,49,0
15921,anglicana,1,1,1,0
15922,angela,1,1,1,0
15923,anexo,2,2,4,0
15924,anel,7,7,49,0
15925,anedota,1,1,1,0
15926,andávamos,1,1,1,0
15927,andássemos,2,2,4,0
15928,andámos,1,1,1,0
15929,andrónico,1,1,1,0
15930,andré,8,8,64,0
15931,andriy,2,2,4,0
15932,andrej,1,1,1,0
15933,andreas,1,1,1,0
15934,andre,1,1,1,0
15935,andrade,2,2,4,0
15936,andou,6,6,36,0
15937,andemos,1,1,1,0
15938,andem,4,4,16,0
15939,ande,5,5,25,0
15940,andavas,1,1,1,0
15941,andavam,5,5,25,0
15942,andava,8,8,64,0
15943,andassem,2,2,4,0
15944,andas,1,1,1,0
15945,andarão,1,1,1,0
15946,andarás,1,1,1,0
15947,andares,1,1,1,0
15948,andaremos,3,3,9,0
15949,andarem,3,3,9,0
15950,andarei,1,1,1,0
15951,andaram,2,2,4,0
15952,andar,75,73,5475,0
15953,andando,17,17,289,0
15954,andamos,7,7,49,0
15955,andam,12,11,132,0
15956,andai,1,1,1,0
15957,andado,2,2,4,0
15958,anda,15,15,225,0
15959,and,3,3,9,0
15960,ancorávamos,2,2,4,0
15961,ancoraram,1,1,1,0
15962,anciãos,178,170,30260,0
15963,ancião,54,51,2754,0
15964,anchor,1,1,1,0
15965,anapaphaya,1,1,1,0
15966,ananias,7,6,42,0
15967,anamuthala,1,1,1,0
15968,anamlosia,1,1,1,0
